每年	mei nian	mn	9050
痛苦	tong ku	tk	9050
艺术	yi shu	ys	9050
协议	xie yi	xy	9039
意识	yi shi	ys	9039
消费	xiao fei	xf	8983
英国	ying guo	yg	8983
节目	jie mu	jm	8960
上来	shang lai	sl	8949
商品	shang pin	sp	8938
还能	hai neng	hn	8938
那边	na bian	nb	8927
提示	ti shi	ts	8905
合理	he li	hl	8893
用于	yong yu	yy	8882
应当	ying dang	yd	8871
形象	xing xiang	xx	8849
等待	deng dai	dd	8849
行动	xing dong	xd	8849
最大的	zui da de	zdd	8816
干什么	gan shen me	gsm	8816
中间	zhong jian	zj	8805
它的	ta de	td	8805
来到	lai dao	ld	8805
理由	li you	ly	8805
背景	bei jing	bj	8805
就在	jiu zai	jz	8794
翻译	fan yi	fy	8794
事业	shi ye	sy	8783
发挥	fa hui	fh	8783
回到	hui dao	hd	8783
持续	chi xu	cx	8783
制定	zhi ding	zd	8772
老大	lao da	ld	8772
追求	zhui qiu	zq	8772
既然	ji ran	jr	8761
留下	liu xia	lx	8761
皮肤	pi fu	pf	8761
不好意思	bu hao yi si	bhys	8751
公布	gong bu	gb	8751
不太	bu tai	bt	8729
大部分	da bu fen	dbf	8729
办理	ban li	bl	8718
合适	he shi	hs	8718
就算	jiu suan	js	8718
成熟	cheng shu	cs	8718
多了	duo le	dl	8707
当前	dang qian	dq	8707
教授	jiao shou	js	8707
添加	tian jia	tj	8707
竞争	jing zheng	jz	8707
女性	nv xing	nx	8664
看过	kan guo	kg	8653
加油	jia you	jy	8642
不懂	bu dong	bd	8621
创新	chuang xin	cx	8621
旁边	pang bian	pb	8621
高兴	gao xing	gx	8621
内存	nei cun	nc	8610
辛苦	xin ku	xk	8610
见到	jian dao	jd	8588
使得	shi de	sd	8578
互联网	hu lian wang	hlw	8567
规范	gui fan	gf	8567
你要	ni yao	ny	8546
正是	zheng shi	zs	8546
重庆	chong qing	cq	8546
硬盘	ying pan	yp	8535
做到	zuo dao	zd	8514
攻击	gong ji	gj	8514
详细	xiang xi	xx	8503
天涯	tian ya	ty	8482
人才	ren cai	rc	8461
笔记本	bi ji ben	bjb	8461
可怜	ke lian	kl	8450
观众	guan zhong	gz	8450
走了	zou le	zl	8450
有时	you shi	ys	8440
又是	you shi	ys	8429
才是	cai shi	cs	8429
寻找	xun zhao	xz	8419
大盘	da pan	dp	8398
主动	zhu dong	zd	8387
或许	huo xu	hx	8387
指导	zhi dao	zd	8377
特殊	te shu	ts	8377
病毒	bing du	bd	8377
下降	xia jiang	xj	8367
改善	gai shan	gs	8367
迅速	xun su	xs	8367
比例	bi li	bl	8356
商业	shang ye	sy	8346
好久	hao jiu	hj	8346
措施	cuo shi	cs	8335
更是	geng shi	gs	8325
上去	shang qu	sq	8315
就能	jiu neng	jn	8315
房间	fang jian	fj	8315
明年	ming nian	mn	8315
经典	jing dian	jd	8315
优秀	you xiu	yx	8304
不去	bu qu	bq	8294
紧张	jin zhang	jz	8294
奇怪	qi guai	qg	8273
群众	qun zhong	qz	8273
有限	you xian	yx	8263
处于	chu yu	cy	8253
提前	ti qian	tq	8253
倒是	dao shi	ds	8242
投资者	tou zi zhe	tzz	8242
不足	bu zu	bz	8232
好吧	hao ba	hb	8222
的确	di que	dq	8222
伤害	shang hai	sh	8212
以来	yi lai	yl	8201
嘻嘻	xi xi	xx	8201
期待	qi dai	qd	8201
不可	bu ke	bk	8191
带着	dai zhe	dz	8191
规模	gui mo	gm	8181
表达	biao da	bd	8161
据说	ju shuo	js	8140
尽量	jin liang	jl	8120
并不是	bing bu shi	bbs	8120
酒店	jiu dian	jd	8120
接口	jie kou	jk	8110
美元	mei yuan	my	8090
角度	jiao du	jd	8090
动作	dong zuo	dz	8080
技能	ji neng	jn	8080
不了	bu liao	bl	8070
判断	pan duan	pd	8070
小说	xiao shuo	xs	8070
广东	guang dong	gd	8060
自身	zi shen	zs	8060
规则	gui ze	gz	8050
区别	qu bie	qb	8040
核心	he xin	hx	8040
德国	de guo	dg	8029
整理	zheng li	zl	8029
进来	jin lai	jl	8029
体现	ti xian	tx	8019
体系	ti xi	tx	8019
你说	ni shuo	ns	8019
手段	shou duan	sd	8019
轻松	qing song	qs	8019
参考	can kao	ck	8010
有时候	you shi hou	ysh	8010
至于	zhi yu	zy	8010
邮箱	you xiang	yx	8010
出口	chu kou	ck	8000
战略	zhan lue	zl	8000
掌握	zhang wo	zw	8000
放心	fang xin	fx	7990
帐号	zhang hao	zh	7980
一段	yi duan	yd	7970
好看	hao kan	hk	7970
让他	rang ta	rt	7960
创造	chuang zao	cz	7950
时期	shi qi	sq	7950
接触	jie chu	jc	7930
避免	bi mian	bm	7930
实行	shi xing	sx	7920
思考	si kao	sk	7920
变得	bian de	bd	7910
推广	tui guang	tg	7910
也没	ye mei	ym	7900
充分	chong fen	cf	7891
心中	xin zhong	xz	7891
自我	zi wo	zw	7891
召开	zhao kai	zk	7881
中央	zhong yang	zy	7861
土地	tu di	td	7832
格式	ge shi	gs	7832
留言	liu yan	ly	7822
站在	zhan zai	zz	7822
培养	pei yang	py	7812
距离	ju li	jl	7812
两人	liang ren	lr	7803
名称	ming cheng	mc	7803
欧洲	ou zhou	oz	7803
加班	jia ban	jb	7793
阳光	yang guang	yg	7793
吸引	xi yin	xy	7783
小姐	xiao jie	xj	7773
一句	yi ju	yj	7764
快速	kuai su	ks	7764
想起	xiang qi	xq	7764
我说	wo shuo	ws	7754
支付	zhi fu	zf	7754
强调	qiang diao	qd	7744
基本上	ji ben shang	jbs	7735
之类	zhi lei	zl	7725
武汉	wu han	wh	7725
一旦	yi dan	yd	7716
不在	bu zai	bz	7716
现代	xian dai	xd	7716
附件	fu jian	fj	7716
资产	zi chan	zc	7706
推进	tui jin	tj	7696
推动	tui dong	td	7687
理想	li xiang	lx	7677
人士	ren shi	rs	7658
飞机	fei ji	fj	7658
今日	jin ri	jr	7649
在于	zai yu	zy	7649
论文	lun wen	lw	7649
主任	zhu ren	zr	7620
保障	bao zhang	bz	7620
涉及	she ji	sj	7620
地位	di wei	dw	7592
此次	ci ci	cc	7592
网页	wang ye	wy	7582
给他	gei ta	gt	7563
忘了	wang le	wl	7554
编辑	bian ji	bj	7554
一场	yi chang	yc	7544
建筑	jian zhu	jz	7544
拒绝	ju jue	jj	7544
想想	xiang xiang	xx	7535
就行	jiu xing	jx	7526
小孩	xiao hai	xh	7516
指出	zhi chu	zc	7516
逐渐	zhu jian	zj	7516
团队	tuan dui	td	7507
尽快	jin kuai	jk	7507
一块	yi kuai	yk	7498
出了	chu le	cl	7498
利润	li run	lr	7488
文档	wen dang	wd	7488
民族	min zu	mz	7488
上涨	shang zhang	sz	7479
不大	bu da	bd	7479
你就	ni jiu	nj	7479
广大	guang da	gd	7479
强烈	qiang lie	ql	7479
承担	cheng dan	cd	7479
通常	tong chang	tc	7479
大小	da xiao	dx	7470
就不	jiu bu	jb	7470
就有	jiu you	jy	7470
干吗	gan ma	gm	7470
平均	ping jun	pj	7470
作出	zuo chu	zc	7460
各个	ge ge	gg	7460
公开	gong kai	gk	7451
突破	tu po	tp	7451
一片	yi pian	yp	7442
战士	zhan shi	zs	7442
赚钱	zhuan qian	zq	7432
有着	you zhe	yz	7423
舒服	shu fu	sf	7423
在家	zai jia	zj	7405
咨询	zi xun	zx	7395
完美	wan mei	wm	7395
法国	fa guo	fg	7395
大陆	da lu	dl	7386
不多	bu duo	bd	7368
充满	chong man	cm	7368
就好	jiu hao	jh	7340
正好	zheng hao	zh	7340
坐在	zuo zai	zz	7331
天气	tian qi	tq	7331
机制	ji zhi	jz	7322
患者	huan zhe	hz	7313
上述	shang shu	ss	7304
保存	bao cun	bc	7304
允许	yun xu	yx	7304
超级	chao ji	cj	7304
从事	cong shi	cs	7295
刺激	ci ji	cj	7295
状况	zhuang kuang	zk	7277
天津	tian jin	tj	7268
缺乏	que fa	qf	7268
负责人	fu ze ren	fzr	7268
做出	zuo chu	zc	7259
地图	di tu	dt	7249
基于	ji yu	jy	7249
如下	ru xia	rx	7249
宿舍	su she	ss	7249
老子	lao zi	lz	7249
怀疑	huai yi	hy	7222
为主	wei zhu	wz	7204
大型	da xing	dx	7204
强大	qiang da	qd	7204
很有	hen you	hy	7204
实力	shi li	sl	7195
拿到	na dao	nd	7187
流程	liu cheng	lc	7187
电信	dian xin	dx	7187
定义	ding yi	dy	7178
拍摄	pai she	ps	7178
难以	nan yi	ny	7178
两天	liang tian	lt	7169
今晚	jin wan	jw	7169
过了	guo le	gl	7169
这位	zhe wei	zw	7151
总结	zong jie	zj	7142
高速	gao su	gs	7142
开放	kai fang	kf	7133
重大	zhong da	zd	7133
观察	guan cha	gc	7124
赶紧	gan jin	gj	7124
表明	biao ming	bm	7098
提交	ti jiao	tj	7080
一只	yi zhi	yz	7071
微软	wei ruan	wr	7062
成员	cheng yuan	cy	7062
目录	mu lu	ml	7062
成长	cheng zhang	cz	7053
有空	you kong	yk	7053
矛盾	mao dun	md	7045
某些	mou xie	mx	7036
确保	que bao	qb	7036
实践	shi jian	sj	7027
相比	xiang bi	xb	7027
会不会	hui bu hui	hbh	7010
联合	lian he	lh	7010
晓得	xiao de	xd	7001
取消	qu xiao	qx	6992
权利	quan li	ql	6983
一半	yi ban	yb	6975
门口	men kou	mk	6975
发送	fa song	fs	6966
提醒	ti xing	tx	6957
一套	yi tao	yt	6949
参数	can shu	cs	6949
味道	wei dao	wd	6949
玩家	wan jia	wj	6949
角色	jue se	js	6940
上升	shang sheng	ss	6931
显得	xian de	xd	6914
深入	shen ru	sr	6906
适应	shi ying	sy	6906
高级	gao ji	gj	6906
想要	xiang yao	xy	6888
什么时候	shen me shi hou	smsh	6871
描述	miao shu	ms	6871
立即	li ji	lj	6863
路上	lu shang	ls	6863
损失	sun shi	ss	6854
训练	xun lian	xl	6854
重视	zhong shi	zs	6854
一名	yi ming	ym	6846
彻底	che di	cd	6846
令人	ling ren	lr	6837
印象	yin xiang	yx	6829
浪费	lang fei	lf	6829
学院	xue yuan	xy	6820
著名	zhu ming	zm	6812
固定	gu ding	gd	6803
扩大	kuo da	kd	6803
身份	shen fen	sf	6803
道理	dao li	dl	6803
商务	shang wu	sw	6795
实际上	shi ji shang	sjs	6795
一致	yi zhi	yz	6786
发出	fa chu	fc	6786
承认	cheng ren	cr	6786
展示	zhan shi	zs	6778
查看	cha kan	ck	6769
英雄	ying xiong	yx	6752
说了	shuo le	sl	6752
制造	zhi zao	zz	6744
消失	xiao shi	xs	6744
百度	bai du	bd	6744
相同	xiang tong	xt	6744
万元	wan yuan	wy	6736
之外	zhi wai	zw	6736
面试	mian shi	ms	6736
之中	zhi zhong	zz	6710
学会	xue hui	xh	6710
交通	jiao tong	jt	6694
仅仅	jin jin	jj	6694
警察	jing cha	jc	6694
特色	te se	ts	6669
跟我	gen wo	gw	6669
答案	da an	da	6660
表情	biao qing	bq	6660
最多	zui duo	zd	6644
清除	qing chu	qc	6644
读书	du shu	ds	6636
两年	liang nian	ln	6627
众多	zhong duo	zd	6627
感动	gan dong	gd	6627
女子	nv zi	nz	6603
收费	shou fei	sf	6594
不说	bu shuo	bs	6586
实验	shi yan	sy	6586
都能	dou neng	dn	6586
争取	zheng qu	zq	6578
找个	zhao ge	zg	6578
世纪	shi ji	sj	6570
洗澡	xi zao	xz	6570
高度	gao du	gd	6570
哪些	na xie	nx	6562
有所	you suo	ys	6562
组成	zu cheng	zc	6553
周围	zhou wei	zw	6545
太阳	tai yang	ty	6545
转载	zhuan zai	zz	6545
近期	jin qi	jq	6537
黑色	hei se	hs	6537
年龄	nian ling	nl	6529
面临	mian lin	ml	6529
性格	xing ge	xg	6521
满意	man yi	my	6513
趋势	qu shi	qs	6496
顺利	shun li	sl	6496
个月	ge yue	gy	6488
导演	dao yan	dy	6488
检测	jian ce	jc	6488
位于	wei yu	wy	6480
多个	duo ge	dg	6480
鼓励	gu li	gl	6480
上课	shang ke	sk	6464
始终	shi zhong	sz	6464
时尚	shi shang	ss	6456
为啥	wei sha	ws	6448
增强	zeng qiang	zq	6448
是我	shi wo	sw	6448
将会	jiang hui	jh	6440
女朋友	nv peng you	npy	6432
看法	kan fa	kf	6432
贷款	dai kuan	dk	6432
级别	ji bie	jb	6416
还会	hai hui	hh	6416
人民币	ren min bi	rmb	6408
情绪	qing xu	qx	6408
一声	yi sheng	ys	6392
打击	da ji	dj	6392
指标	zhi biao	zb	6392
楼上	lou shang	ls	6392
突出	tu chu	tc	6392
记忆	ji yi	jy	6384
不对	bu dui	bd	6376
具备	ju bei	jb	6376
宣布	xuan bu	xb	6376
很久	hen jiu	hj	6376
体验	ti yan	ty	6368
而言	er yan	ey	6368
农业	nong ye	ny	6360
禁止	jin zhi	jz	6360
一生	yi sheng	ys	6344
工业	gong ye	gy	6337
指定	zhi ding	zd	6337
对我	dui wo	dw	6329
模块	mo kuai	mk	6321
我还	wo hai	wh	6313
能否	neng fou	nf	6305
生气	sheng qi	sq	6289
头发	tou fa	tf	6282
对不起	dui bu qi	dbq	6282
收购	shou gou	sg	6282
生日	sheng ri	sr	6282
多次	duo ci	dc	6266
效率	xiao lv	xl	6266
老人	lao ren	lr	6266
严格	yan ge	yg	6258
定位	ding wei	dw	6250
补充	bu chong	bc	6250
队伍	dui wu	dw	6250
做的	zuo de	zd	6242
房价	fang jia	fj	6242
早点	zao dian	zd	6242
首次	shou ci	sc	6242
多年	duo nian	dn	6235
天下	tian xia	tx	6235
生意	sheng yi	sy	6235
市民	shi min	sm	6227
很多人	hen duo ren	hdr	6227
搞定	gao ding	gd	6227
欣赏	xin shang	xs	6219
死了	si le	sl	6219
回忆	hui yi	hy	6211
帮你	bang ni	bn	6211
采访	cai fang	cf	6211
完了	wan le	wl	6196
武器	wu qi	wq	6196
教学	jiao xue	jx	6188
危险	wei xian	wx	6173
常常	chang chang	cc	6173
把握	ba wo	bw	6173
课程	ke cheng	kc	6173
预计	yu ji	yj	6173
大学生	da xue sheng	dxs	6165
举办	ju ban	jb	6157
年代	nian dai	nd	6157
跟你	gen ni	gn	6157
果然	guo ran	gr	6150
话题	hua ti	ht	6150
将来	jiang lai	jl	6142
返回	fan hui	fh	6142
直到	zhi dao	zd	6127
晚安	wan an	wa	6119
信号	xin hao	xh	6112
而不是	er bu shi	ebs	6104
保险	bao xian	bx	6096
信心	xin xin	xx	6096
加大	jia da	jd	6096
多久	duo jiu	dj	6096
报价	bao jia	bj	6096
第三	di san	ds	6096
一是	yi shi	ys	6089
妻子	qi zi	qz	6066
都没	dou mei	dm	6066
仔细	zi xi	zx	6059
几点	ji dian	jd	6059
只好	zhi hao	zh	6059
明星	ming xing	mx	6059
界面	jie mian	jm	6059
运用	yun yong	yy	6059
梦想	meng xiang	mx	6051
最佳	zui jia	zj	6043
反而	fan er	fe	6036
半年	ban nian	bn	6028
完整	wan zheng	wz	6028
属性	shu xing	sx	6028
模型	mo xing	mx	6028
说法	shuo fa	sf	6021
透露	tou lu	tl	6021
女孩子	nv hai zi	nhz	6013
渠道	qu dao	qd	6013
画面	hua mian	hm	6013
分享	fen xiang	fx	6006
当初	dang chu	dc	6006
怎么办	zen me ban	zmb	6006
创建	chuang jian	cj	5998
回头	hui tou	ht	5998
家人	jia ren	jr	5998
报名	bao ming	bm	5998
讨厌	tao yan	ty	5998
动物	dong wu	dw	5991
昨晚	zuo wan	zw	5991
你在	ni zai	nz	5983
分配	fen pei	fp	5976
影片	ying pian	yp	5976
足够	zu gou	zg	5976
加快	jia kuai	jk	5969
部队	bu dui	bd	5969
有钱	you qian	yq	5961
高手	gao shou	gs	5961
专用	zhuan yong	zy	5954
普遍	pu bian	pb	5954
逐步	zhu bu	zb	5954
今后	jin hou	jh	5946
和谐	he xie	hx	5946
四川	si chuan	sc	5946
脸上	lian shang	ls	5946
无所谓	wu suo wei	wsw	5939
驱动	qu dong	qd	5939
随时	sui shi	ss	5932
一把	yi ba	yb	5924
广泛	guang fan	gf	5924
挑战	tiao zhan	tz	5924
快递	kuai di	kd	5917
死亡	si wang	sw	5917
伟大	wei da	wd	5909
上传	shang chuan	sc	5902
两次	liang ci	lc	5902
他说	ta shuo	ts	5902
发行	fa xing	fx	5902
组合	zu he	zh	5895
协调	xie tiao	xt	5887
展开	zhan kai	zk	5887
道路	dao lu	dl	5887
一件	yi jian	yj	5880
网吧	wang ba	wb	5880
阅读	yue du	yd	5873
开会	kai hui	kh	5865
浙江	zhe jiang	zj	5865
见面	jian mian	jm	5865
一部	yi bu	yb	5858
先进	xian jin	xj	5851
娱乐	yu le	yl	5851
杂志	za zhi	zz	5843
说过	shuo guo	sg	5843
防止	fang zhi	fz	5843
命令	ming ling	ml	5836
落实	luo shi	ls	5836
表演	biao yan	by	5836
表面	biao mian	bm	5829
较大	jiao da	jd	5829
邀请	yao qing	yq	5829
镜头	jing tou	jt	5829
共享	gong xiang	gx	5822
下周	xia zhou	xz	5814
大哥	da ge	dg	5814
小区	xiao qu	xq	5814
接近	jie jin	jj	5814
流行	liu xing	lx	5814
算是	suan shi	ss	5814
保留	bao liu	bl	5807
即将	ji jiang	jj	5807
热情	re qing	rq	5807
然而	ran er	re	5807
优化	you hua	yh	5793
尝试	chang shi	cs	5793
食品	shi pin	sp	5793
疯狂	feng kuang	fk	5771
半天	ban tian	bt	5764
采购	cai gou	cg	5764
作业	zuo ye	zy	5757
聪明	cong ming	cm	5757
那时	na shi	ns	5757
付款	fu kuan	fk	5750
奖励	jiang li	jl	5750
用来	yong lai	yl	5750
白色	bai se	bs	5750
精彩	jing cai	jc	5750
大大	da da	dd	5742
男生	nan sheng	ns	5742
简直	jian zhi	jz	5742
食物	shi wu	sw	5742
个性	ge xing	gx	5735
最好的	zui hao de	zhd	5728
心态	xin tai	xt	5728
所在	suo zai	sz	5728
看不到	kan bu dao	kbd	5728
至今	zhi jin	zj	5728
准确	zhun que	zq	5721
发言	fa yan	fy	5721
关闭	guan bi	gb	5714
必然	bi ran	br	5714
照顾	zhao gu	zg	5714
本地	ben di	bd	5707
美好	mei hao	mh	5707
转移	zhuan yi	zy	5707
出发	chu fa	cf	5678
现有	xian you	xy	5678
面积	mian ji	mj	5671
各类	ge lei	gl	5664
奥运	ao yun	ay	5664
批准	pi zhun	pz	5664
此时	ci shi	cs	5664
破坏	po huai	ph	5664
法师	fa shi	fs	5657
营销	ying xiao	yx	5657
贡献	gong xian	gx	5657
二是	er shi	es	5650
股份	gu fen	gf	5650
出差	chu chai	cc	5643
吃了	chi le	cl	5643
如今	ru jin	rj	5643
全市	quan shi	qs	5636
还不	hai bu	hb	5636
日期	ri qi	rq	5629
工作人员	gong zuo ren yuan	gzry	5622
要么	yao me	ym	5622
几年	ji nian	jn	5615
引用	yin yong	yy	5615
战争	zhan zheng	zz	5615
特征	te zheng	tz	5615
道德	dao de	dd	5608
什么样	shen me yang	smy	5601
金融	jin rong	jr	5601
冠军	guan jun	gj	5594
家长	jia zhang	jz	5594
动力	dong li	dl	5580
包含	bao han	bh	5580
球员	qiu yuan	qy	5580
不得不	bu de bu	bdb	5573
红色	hong se	hs	5573
细节	xi jie	xj	5573
年度	nian du	nd	5566
见过	jian guo	jg	5566
大多数	da duo shu	dds	5559
品种	pin zhong	pz	5552
没关系	mei guan xi	mgx	5552
更好	geng hao	gh	5545
看起来	kan qi lai	kql	5545
本次	ben ci	bc	5539
空调	kong tiao	kt	5539
反对	fan dui	fd	5532
委员会	wei yuan hui	wyh	5532
和你	he ni	hn	5525
我都	wo dou	wd	5525
公告	gong gao	gg	5518
写的	xie de	xd	5518
跟着	gen zhe	gz	5518
你也	ni ye	ny	5511
社会主义	she hui zhu yi	shzy	5511
策略	ce lue	cl	5504
做法	zuo fa	zf	5497
输出	shu chu	sc	5497
弟弟	di di	dd	5490
相互	xiang hu	xh	5490
分类	fen lei	fl	5484
多种	duo zhong	dz	5484
供应	gong ying	gy	5477
收益	shou yi	sy	5477
人口	ren kou	rk	5470
绿色	lv se	ls	5470
创业	chuang ye	cy	5463
多么	duo me	dm	5463
山东	shan dong	sd	5456
厂商	chang shang	cs	5450
屏幕	ping mu	pm	5450
无奈	wu nai	wn	5450
生成	sheng cheng	sc	5443
监督	jian du	jd	5443
称为	cheng wei	cw	5443
好象	hao xiang	hx	5436
显然	xian ran	xr	5436
到处	dao chu	dc	5429
对手	dui shou	ds	5429
平衡	ping heng	ph	5429
电池	dian chi	dc	5429
一会儿	yi hui er	yhe	5422
为何	wei he	wh	5422
打印	da yin	dy	5422
当中	dang zhong	dz	5416
高中	gao zhong	gz	5416
主席	zhu xi	zx	5409
互相	hu xiang	hx	5409
害怕	hai pa	hp	5409
俄罗斯	e luo si	els	5402
却是	que shi	qs	5402
想象	xiang xiang	xx	5402
但我	dan wo	dw	5395
各地	ge di	gd	5395
律师	lv shi	ls	5395
早就	zao jiu	zj	5395
窗口	chuang kou	ck	5395
读者	du zhe	dz	5395
两种	liang zhong	lz	5389
转换	zhuan huan	zh	5389
一项	yi xiang	yx	5382
装修	zhuang xiu	zx	5382
付出	fu chu	fc	5369
我去	wo qu	wq	5369
本站	ben zhan	bz	5369
激情	ji qing	jq	5362
进步	jin bu	jb	5362
例如	li ru	lr	5355
财务	cai wu	cw	5355
除非	chu fei	cf	5355
收藏	shou cang	sc	5349
整合	zheng he	zh	5342
白天	bai tian	bt	5342
石头	shi tou	st	5342
两个人	liang ge ren	lgr	5335
复制	fu zhi	fz	5335
内心	nei xin	nx	5329
哪儿	na er	ne	5329
构成	gou cheng	gc	5322
包装	bao zhuang	bz	5315
利于	li yu	ly	5309
放假	fang jia	fj	5302
淘宝	tao bao	tb	5302
究竟	jiu jing	jj	5302
体会	ti hui	th	5296
变态	bian tai	bt	5296
重复	chong fu	cf	5296
承诺	cheng nuo	cn	5289
男朋友	nan peng you	npy	5289
中华	zhong hua	zh	5282
印度	yin du	yd	5282
有事	you shi	ys	5282
被人	bei ren	br	5282
青年	qing nian	qn	5276
停止	ting zhi	tz	5269
太大	tai da	td	5269
干部	gan bu	gb	5269
物质	wu zhi	wz	5269
四个	si ge	sg	5250
好处	hao chu	hc	5250
官方	guan fang	gf	5250
歌曲	ge qu	gq	5250
车辆	che liang	cl	5243
异常	yi chang	yc	5236
顺便	shun bian	sb	5236
授权	shou quan	sq	5230
居民	ju min	jm	5223
签名	qian ming	qm	5223
力度	li du	ld	5217
预测	yu ce	yc	5217
业绩	ye ji	yj	5210
地说	de shuo	ds	5210
那天	na tian	nt	5210
函数	han shu	hs	5204
祝福	zhu fu	zf	5204
试验	shi yan	sy	5204
几次	ji ci	jc	5197
尊重	zun zhong	zz	5197
接着	jie zhe	jz	5197
日志	ri zhi	rz	5197
相机	xiang ji	xj	5197
标志	biao zhi	bz	5191
不算	bu suan	bs	5185
改进	gai jin	gj	5185
这款	zhe kuan	zk	5185
也能	ye neng	yn	5178
了吗	le ma	lm	5178
合法	he fa	hf	5172
挺好	ting hao	th	5172
上线	shang xian	sx	5165
不见	bu jian	bj	5165
他是	ta shi	ts	5165
后果	hou guo	hg	5165
房地产	fang di chan	fdc	5165
提到	ti dao	td	5165
硬件	ying jian	yj	5159
好友	hao you	hy	5152
引导	yin dao	yd	5146
等级	deng ji	dj	5146
行情	hang qing	hq	5146
这就	zhe jiu	zj	5140
一路	yi lu	yl	5133
病人	bing ren	br	5133
协会	xie hui	xh	5127
演员	yan yuan	yy	5127
碰到	peng dao	pd	5127
好玩	hao wan	hw	5120
发票	fa piao	fp	5114
联盟	lian meng	lm	5114
背后	bei hou	bh	5114
打造	da zao	dz	5108
温度	wen du	wd	5108
不怕	bu pa	bp	5101
案件	an jian	aj	5101
动态	dong tai	dt	5095
西安	xi an	xa	5095
儿童	er tong	et	5089
博士	bo shi	bs	5089
恶心	e xin	ex	5089
色彩	se cai	sc	5089
多少钱	duo shao qian	dsq	5076
说的	shuo de	sd	5076
深刻	shen ke	sk	5070
男子	nan zi	nz	5070
订单	ding dan	dd	5070
不但	bu dan	bd	5063
并非	bing fei	bf	5063
考生	kao sheng	ks	5063
获取	huo qu	hq	5063
就业	jiu ye	jy	5057
素质	su zhi	sz	5057
基地	ji di	jd	5051
小学	xiao xue	xx	5051
丈夫	zhang fu	zf	5044
三年	san nian	sn	5044
改造	gai zao	gz	5044
片子	pian zi	pz	5044
看你	kan ni	kn	5044
进口	jin kou	jk	5044
优惠	you hui	yh	5038
多大	duo da	dd	5032
成果	cheng guo	cg	5032
人体	ren ti	rt	5019
秘密	mi mi	mm	5019
一批	yi pi	yp	5013
意味着	yi wei zhe	ywz	5013
维持	wei chi	wc	5013
联想	lian xiang	lx	5013
进程	jin cheng	jc	5013
主板	zhu ban	zb	5007
权限	quan xian	qx	5007
预期	yu qi	yq	5007
本网	ben wang	bw	5001
要去	yao qu	yq	5001
亚洲	ya zhou	yz	4988
又有	you you	yy	4988
地点	di dian	dd	4988
才会	cai hui	ch	4988
工厂	gong chang	gc	4982
适当	shi dang	sd	4976
机场	ji chang	jc	4969
这几天	zhe ji tian	zjt	4969
金额	jin e	je	4969
副本	fu ben	fb	4963
显卡	xian ka	xk	4963
简历	jian li	jl	4963
轻轻	qing qing	qq	4963
探讨	tan tao	tt	4957
这么多	zhe me duo	zmd	4957
官员	guan yuan	gy	4951
依据	yi ju	yj	4939
偶尔	ou er	oe	4939
纷纷	fen fen	ff	4939
全新	quan xin	qx	4932
型号	xing hao	xh	4932
指数	zhi shu	zs	4932
立刻	li ke	lk	4932
一句话	yi ju hua	yjh	4926
我家	wo jia	wj	4926
排名	pai ming	pm	4926
法院	fa yuan	fy	4926
仿佛	fang fu	ff	4920
招聘	zhao pin	zp	4920
集体	ji ti	jt	4920
审核	shen he	sh	4914
来源	lai yuan	ly	4914
比我	bi wo	bw	4914
寂寞	ji mo	jm	4908
资本	zi ben	zb	4902
频道	pin dao	pd	4902
临时	lin shi	ls	4890
一看	yi kan	yk	4883
客人	ke ren	kr	4883
大约	da yue	dy	4877
空气	kong qi	kq	4877
无线	wu xian	wx	4871
要不要	yao bu yao	yby	4871
也在	ye zai	yz	4865
生存	sheng cun	sc	4859
没有什么	mei you shen me	mysm	4853
清晰	qing xi	qx	4853
独特	du te	dt	4847
评估	ping gu	pg	4847
岁的	sui de	sd	4841
管理员	guan li yuan	gly	4841
行政	xing zheng	xz	4841
剩下	sheng xia	sx	4835
资格	zi ge	zg	4835
伤心	shang xin	sx	4829
列表	lie biao	lb	4829
彼此	bi ci	bc	4829
情感	qing gan	qg	4829
报纸	bao zhi	bz	4829
劳动	lao dong	ld	4823
各项	ge xiang	gx	4823
在此	zai ci	zc	4823
播放	bo fang	bf	4823
苏州	su zhou	sz	4823
加工	jia gong	jg	4817
演出	yan chu	yc	4817
传播	chuan bo	cb	4811
实习	shi xi	sx	4811
开通	kai tong	kt	4811
手术	shou shu	ss	4811
北京市	bei jing shi	bjs	4805
或是	huo shi	hs	4805
难得	nan de	nd	4805
不久	bu jiu	bj	4799
人数	ren shu	rs	4799
最低	zui di	zd	4799
投诉	tou su	ts	4799
高校	gao xiao	gx	4799
魅力	mei li	ml	4799
机关	ji guan	jg	4793
某个	mou ge	mg	4793
球队	qiu dui	qd	4793
登记	deng ji	dj	4793
说是	shuo shi	ss	4793
除去	chu qu	cq	4787
收集	shou ji	sj	4781
厦门	xia men	xm	4775
黄金	huang jin	hj	4775
是指	shi zhi	sz	4769
理念	li nian	ln	4769
设立	she li	sl	4769
那就是	na jiu shi	njs	4769
下跌	xia die	xd	4757
和我	he wo	hw	4757
青岛	qing dao	qd	4757
文明	wen ming	wm	4751
专辑	zhuan ji	zj	4745
地震	di zhen	dz	4745
思路	si lu	sl	4745
答应	da ying	dy	4745
恐怖	kong bu	kb	4740
喝酒	he jiu	hj	4734
很高	hen gao	hg	4734
担任	dan ren	dr	4734
